# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr13-149	chr13	89363758	89364058	+	15.8	0.976	7.000000	35.4	8.0	4.42	1.69e-12	24.40	9.53e-41	0.43
chr14-307	chr14	32253477	32253777	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	7.35	1.66e-21	0.43
chr14-147	chr14	34888822	34889122	+	15.8	0.644	9.000000	35.4	5.0	7.08	2.20e-18	6.88	1.62e-20	0.37
chr14-248	chr14	81220637	81220937	+	15.8	0.976	8.000000	35.4	7.0	5.05	4.14e-14	3.33	1.56e-10	0.37
chr14-431	chr14	100239183	100239483	+	15.8	0.773	7.000000	35.4	4.0	8.85	2.35e-21	5.77	6.07e-18	0.50
chr14-102	chr14	102614086	102614386	+	15.8	0.841	11.000000	35.4	7.0	5.05	4.14e-14	5.65	1.26e-17	0.33
chr15-313	chr15	50485297	50485597	+	15.8	0.976	7.000000	35.4	6.0	5.90	4.94e-16	6.57	8.03e-20	0.43
chr15-316	chr15	51566056	51566356	+	15.8	0.976	7.000000	35.4	6.0	5.90	4.94e-16	5.19	1.98e-16	0.43
chr15-336	chr15	63481906	63482206	+	15.8	0.840	7.000000	35.4	8.0	4.42	1.69e-12	8.74	3.77e-24	0.60
chr15-224	chr15	65490977	65491277	+	15.8	0.976	8.000000	35.4	5.0	7.08	2.20e-18	9.72	8.24e-26	0.37
chr15-165	chr15	77745228	77745528	+	15.8	0.983	9.000000	35.4	10.0	3.54	6.06e-10	6.67	4.75e-20	0.50
chr15-124	chr15	88900166	88900466	+	15.8	0.635	10.000000	35.4	9.0	3.93	3.97e-11	5.07	4.28e-16	0.30
chr15-430	chr15	90779925	90780225	+	15.8	0.976	7.000000	35.4	7.0	5.05	4.14e-14	11.65	1.15e-28	0.43
chr16-454	chr16	821377	821677	+	15.8	0.625	7.000000	35.4	4.0	8.85	2.35e-21	4.84	1.88e-15	0.50
chr16-533	chr16	17271904	17272204	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	7.70	3.29e-22	0.43
chr16-247	chr16	21520474	21520774	+	15.8	0.833	9.000000	35.4	7.0	5.05	4.14e-14	3.93	1.24e-12	0.37
chr16-192	chr16	27329583	27329883	+	15.8	0.929	10.000000	35.4	6.0	5.90	4.94e-16	4.88	1.48e-15	0.30
chr16-646	chr16	79998998	79999298	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	10.78	1.99e-27	0.43
chr17-1413	chr17	808142	808442	+	15.8	0.976	7.000000	35.4	3.0	11.79	2.63e-25	23.10	7.88e-40	0.43
chr17-294	chr17	1387788	1388088	+	15.8	0.976	13.000000	35.4	2.0	17.69	4.76e-31	12.56	7.37e-30	0.25
chr17-1428	chr17	4620061	4620361	+	15.8	0.976	7.000000	35.4	3.0	11.79	2.63e-25	11.98	4.22e-29	0.43
chr17-832	chr17	19857040	19857340	+	15.8	0.909	9.000000	35.4	4.0	8.85	2.35e-21	7.35	1.66e-21	0.33
chr17-1464	chr17	44144642	44144942	+	15.8	0.976	7.000000	35.4	3.0	11.79	2.63e-25	14.87	1.39e-32	0.43
chr17-1097	chr17	47896215	47896515	+	15.8	0.857	8.000000	35.4	8.0	4.42	1.69e-12	11.25	4.22e-28	0.37
chr17-1475	chr17	48512319	48512619	+	15.8	0.755	7.000000	35.4	11.0	3.22	6.51e-09	38.04	3.28e-48	0.43
chr17-1483	chr17	49279794	49280094	+	15.8	0.979	7.000000	35.4	2.0	17.69	4.76e-31	11.87	5.92e-29	0.50
chr17-1864	chr17	75904971	75905271	+	15.8	0.836	7.000000	35.4	4.0	8.85	2.35e-21	7.84	1.75e-22	0.60
chr17-1408	chr17	81977511	81977811	+	15.8	0.976	8.000000	35.4	4.0	8.85	2.35e-21	6.10	9.63e-19	0.37
chr17-1883	chr17	82543919	82544219	+	15.8	0.983	7.000000	35.4	4.0	8.85	2.35e-21	6.22	5.07e-19	0.60
chr18-49	chr18	31980069	31980369	+	15.8	0.976	7.000000	35.4	2.0	17.69	4.76e-31	10.35	8.76e-27	0.43
chr18-32	chr18	70174892	70175192	+	15.8	0.976	8.000000	35.4	1.0	35.38	3.66e-41	258.67	3.93e-81	0.37
chr19-101	chr19	1579070	1579370	+	15.8	0.909	9.000000	35.4	1.0	35.38	3.66e-41	9.95	3.62e-26	0.37
chr19-285	chr19	14007016	14007316	+	15.8	0.795	7.000000	35.4	7.0	5.05	4.14e-14	10.87	1.47e-27	0.43
chr19-322	chr19	39539937	39540237	+	15.8	0.966	7.000000	35.4	3.0	11.79	2.63e-25	23.95	1.95e-40	0.50
chr19-345	chr19	45640225	45640525	+	15.8	0.976	7.000000	35.4	5.0	7.08	2.20e-18	5.96	2.11e-18	0.43
chr19-227	chr19	51519086	51519386	+	15.8	0.976	8.000000	35.4	3.0	11.79	2.63e-25	9.95	3.62e-26	0.37
chr20-2052	chr20	38989225	38989525	+	15.8	0.976	7.000000	35.4	3.0	11.79	2.63e-25	13.20	1.17e-30	0.43
chr20-2064	chr20	42572553	42572853	+	15.8	0.824	7.000000	35.4	9.0	3.93	3.97e-11	9.24	5.19e-25	0.50
chr21-76	chr21	41786080	41786380	+	15.8	0.651	8.000000	35.4	6.0	5.90	4.94e-16	1.90	1.53e-04	0.43
chr22-111	chr22	45057397	45057697	+	15.8	0.976	7.000000	35.4	2.0	17.69	4.76e-31	30.79	1.21e-44	0.43
chr1-624	chr1	27344752	27345052	+	15.4	0.975	7.000000	34.5	3.0	11.50	3.08e-24	6.30	8.72e-19	0.43
chr1-643	chr1	37579711	37580011	+	15.4	0.975	7.000000	34.5	1.0	34.50	1.28e-39	105.08	5.51e-64	0.43
chr1-657	chr1	44843798	44844098	+	15.4	0.764	7.000000	34.5	8.0	4.31	7.45e-12	10.09	9.09e-26	0.50
chr1-229	chr1	79680343	79680643	+	15.4	0.975	10.000000	34.5	1.0	34.50	1.28e-39	13.86	1.06e-30	0.30
chr1-450	chr1	108746611	108746911	+	15.4	0.762	8.000000	34.5	10.0	3.45	2.14e-09	5.84	1.08e-17	0.37
chr1-147	chr1	155484764	155485064	+	15.4	0.980	12.000000	34.5	9.0	3.83	1.56e-10	8.82	1.00e-23	0.27
chr1-262	chr1	173262474	173262774	+	15.4	0.975	10.000000	34.5	4.0	8.62	2.07e-20	10.78	8.77e-27	0.30
chr1-867	chr1	201275367	201275667	+	15.4	0.903	7.000000	34.5	6.0	5.75	2.90e-15	7.69	1.12e-21	0.50
chr1-276	chr1	203161499	203161799	+	15.4	0.951	10.000000	34.5	5.0	6.90	1.55e-17	4.83	4.51e-15	0.33
chr1-551	chr1	220778134	220778434	+	15.4	0.975	8.000000	34.5	3.0	11.50	3.08e-24	20.02	1.46e-36	0.37
chr1-552	chr1	221193721	221194021	+	15.4	0.812	8.000000	34.5	1.0	34.50	1.28e-39	8.30	8.29e-23	0.37
chr1-921	chr1	235060574	235060874	+	15.4	0.796	7.000000	34.5	5.0	6.90	1.55e-17	6.15	1.97e-18	0.50
chr2-439	chr2	66594338	66594638	+	15.4	0.938	7.000000	34.5	5.0	6.90	1.55e-17	21.02	2.38e-37	0.60
chr2-484	chr2	104464563	104464863	+	15.4	0.975	7.000000	34.5	2.0	17.25	8.35e-30	17.51	2.03e-34	0.43
chr2-322	chr2	127837380	127837680	+	15.4	0.975	8.000000	34.5	4.0	8.62	2.07e-20	17.27	3.38e-34	0.37
chr2-507	chr2	130867743	130868043	+	15.4	0.975	7.000000	34.5	5.0	6.90	1.55e-17	27.41	1.15e-41	0.43
chr2-579	chr2	218408326	218408626	+	15.4	0.642	7.000000	34.5	6.0	5.75	2.90e-15	4.07	8.54e-13	0.60
chr2-233	chr2	218783108	218783408	+	15.4	0.975	9.000000	34.5	4.0	8.62	2.07e-20	7.29	6.86e-21	0.33
chr3-203	chr3	53247216	53247516	+	15.4	0.975	10.000000	34.5	0.5	69.00	1.20e-49	24.25	1.14e-39	0.30
chr3-679	chr3	61614313	61614613	+	15.4	0.975	7.000000	34.5	5.0	6.90	1.55e-17	18.28	4.23e-35	0.43
chr3-516	chr3	113666053	113666353	+	15.4	0.969	8.000000	34.5	5.0	6.90	1.55e-17	9.78	2.75e-25	0.50
chr4-71	chr4	70845497	70845797	+	15.4	0.975	9.000000	34.5	0.5	69.00	1.20e-49	9.63	4.72e-25	0.33
chr5-246	chr5	32245547	32245847	+	15.4	0.975	7.000000	34.5	3.0	11.50	3.08e-24	8.35	6.60e-23	0.43
chr5-254	chr5	40907216	40907516	+	15.4	0.975	7.000000	34.5	2.0	17.25	8.35e-30	11.57	7.04e-28	0.43
chr5-270	chr5	55227053	55227353	+	15.4	0.629	7.000000	34.5	4.0	8.62	2.07e-20	8.41	5.25e-23	0.50
chr5-334	chr5	153086731	153087031	+	15.4	0.951	7.000000	34.5	1.0	34.50	1.28e-39	1261.00	6.32e-106	0.43
chr5-135	chr5	173329651	173329951	+	15.4	0.554	9.000000	34.5	2.0	17.25	8.35e-30	2.75	4.20e-08	0.33
chr6-157	chr6	10694396	10694696	+	15.4	0.987	8.000000	34.5	6.0	5.75	2.90e-15	4.85	4.00e-15	0.50
chr6-118	chr6	27884527	27884827	+	15.4	0.488	9.000000	34.5	5.0	6.90	1.55e-17	4.95	2.18e-15	0.43
chr6-175	chr6	31652169	31652469	+	15.4	0.750	8.000000	34.5	4.0	8.62	2.07e-20	8.41	5.25e-23	0.37
chr6-63	chr6	33410297	33410597	+	15.4	0.619	11.000000	34.5	2.0	17.25	8.35e-30	5.63	3.52e-17	0.33
chr6-205	chr6	52339608	52339908	+	15.4	0.975	8.000000	34.5	10.0	3.45	2.14e-09	45.04	7.54e-50	0.37
chr6-327	chr6	54736051	54736351	+	15.4	0.975	7.000000	34.5	2.0	17.25	8.35e-30	11.06	3.48e-27	0.43
chr6-41	chr6	129706949	129707249	+	15.4	0.776	13.000000	34.5	4.0	8.62	2.07e-20	9.41	1.04e-24	0.33
chr6-377	chr6	140299076	140299376	+	15.4	0.984	7.000000	34.5	1.0	34.50	1.28e-39	24.25	1.14e-39	0.50
chr6-392	chr6	158702174	158702474	+	15.4	0.975	7.000000	34.5	1.0	34.50	1.28e-39	15.38	2.40e-32	0.43
chr7-65	chr7	2555339	2555639	+	15.4	0.618	12.000000	34.5	4.0	8.62	2.07e-20	4.05	9.39e-13	0.27
chr7-417	chr7	68156404	68156704	+	15.4	0.975	7.000000	34.5	4.0	8.62	2.07e-20	126.10	4.78e-67	0.43
chr7-487	chr7	104181466	104181766	+	15.4	0.975	7.000000	34.5	3.0	11.50	3.08e-24	13.27	5.04e-30	0.43
chr7-552	chr7	140243722	140244022	+	15.4	0.975	7.000000	34.5	6.0	5.75	2.90e-15	10.25	5.15e-26	0.43
chr7-326	chr7	143380951	143381251	+	15.4	0.791	8.000000	34.5	4.0	8.62	2.07e-20	4.93	2.47e-15	0.37
chr7-558	chr7	148354355	148354655	+	15.4	0.978	7.000000	34.5	5.0	6.90	1.55e-17	9.01	4.81e-24	0.50
chr7-341	chr7	158856295	158856595	+	15.4	0.800	8.000000	34.5	7.0	4.93	2.09e-13	8.41	5.25e-23	0.37
chr8-254	chr8	66176967	66177267	+	15.4	0.513	8.000000	34.5	3.0	11.50	3.08e-24	29.33	9.05e-43	0.43
chr8-376	chr8	66613110	66613410	+	15.4	0.717	7.000000	34.5	3.0	11.50	3.08e-24	6.60	1.90e-19	0.43
chr8-469	chr8	118619296	118619596	+	15.4	0.975	7.000000	34.5	4.0	8.62	2.07e-20	5.98	5.06e-18	0.43
chr8-471	chr8	119226336	119226636	+	15.4	0.975	7.000000	34.5	11.0	3.14	2.10e-08	8.64	2.06e-23	0.43
chr8-497	chr8	127730864	127731164	+	15.4	0.557	7.000000	34.5	9.0	3.83	1.56e-10	3.84	4.50e-12	0.43
chr8-544	chr8	144518134	144518434	+	15.4	0.889	7.000000	34.5	7.0	4.93	2.09e-13	3.19	8.55e-10	0.50
chr9-225	chr9	33837285	33837585	+	15.4	0.975	8.000000	34.5	4.0	8.62	2.07e-20	23.35	4.68e-39	0.37
chr9-429	chr9	124536932	124537232	+	15.4	0.975	7.000000	34.5	4.0	8.62	2.07e-20	6.89	4.55e-20	0.43
chr10-88	chr10	32360439	32360739	+	15.4	0.706	9.000000	34.5	7.0	4.93	2.09e-13	8.70	1.63e-23	0.43
chr10-67	chr10	95584802	95585102	+	15.4	0.975	10.000000	34.5	0.5	69.00	1.20e-49	23.79	2.33e-39	0.30
chr10-44	chr10	104268794	104269094	+	15.4	0.957	11.000000	34.5	3.0	11.50	3.08e-24	10.97	4.75e-27	0.30
chr11-188	chr11	29044894	29045194	+	15.4	0.975	8.000000	34.5	0.5	69.00	1.20e-49	19.11	8.17e-36	0.37
chr11-125	chr11	42928442	42928742	+	15.4	0.975	9.000000	34.5	1.0	34.50	1.28e-39	84.07	3.02e-60	0.33
chr11-347	chr11	83126830	83127130	+	15.4	0.856	7.000000	34.5	6.0	5.75	2.90e-15	7.42	3.79e-21	0.50
chr11-354	chr11	107579728	107580028	+	15.4	0.709	7.000000	34.5	1.0	34.50	1.28e-39	30.02	3.72e-43	0.43
chr12-91	chr12	52922046	52922346	+	15.4	0.629	11.000000	34.5	7.0	4.93	2.09e-13	3.59	3.18e-11	0.30
chr12-470	chr12	121469478	121469778	+	15.4	0.975	7.000000	34.5	6.0	5.75	2.90e-15	5.28	2.82e-16	0.43
chr12-136	chr12	123633628	123633928	+	15.4	0.950	10.000000	34.5	9.0	3.83	1.56e-10	16.59	1.48e-33	0.30
chr14-294	chr14	23520837	23521137	+	15.4	0.750	7.000000	34.5	4.0	8.62	2.07e-20	4.93	2.47e-15	0.43
chr14-297	chr14	24081369	24081669	+	15.4	0.775	7.000000	34.5	6.0	5.75	2.90e-15	6.06	3.17e-18	0.43
chr14-46	chr14	50303591	50303891	+	15.4	0.766	13.000000	34.5	2.0	17.25	8.35e-30	8.08	2.02e-22	0.27
chr14-224	chr14	64504603	64504903	+	15.4	0.902	8.000000	34.5	10.0	3.45	2.14e-09	5.28	2.82e-16	0.37
chr14-231	chr14	71451446	71451746	+	15.4	0.975	8.000000	34.5	4.0	8.62	2.07e-20	14.49	2.07e-31	0.37
chr14-371	chr14	72437061	72437361	+	15.4	0.672	7.000000	34.5	5.0	6.90	1.55e-17	7.33	5.64e-21	0.43
chr14-397	chr14	82170214	82170514	+	15.4	0.975	7.000000	34.5	1.0	34.50	1.28e-39	29.33	9.05e-43	0.43
chr14-253	chr14	90374376	90374676	+	15.4	0.976	8.000000	34.5	8.0	4.31	7.45e-12	6.12	2.31e-18	0.43
chr15-223	chr15	65185020	65185320	+	15.4	0.812	8.000000	34.5	8.0	4.31	7.45e-12	13.56	2.33e-30	0.37
chr15-241	chr15	75432547	75432847	+	15.4	0.975	8.000000	34.5	7.0	4.93	2.09e-13	7.25	8.33e-21	0.37
chr15-433	chr15	90903068	90903368	+	15.4	0.700	7.000000	34.5	9.0	3.83	1.56e-10	5.30	2.46e-16	0.50
chr15-460	chr15	101129299	101129599	+	15.4	0.850	7.000000	34.5	3.0	11.50	3.08e-24	6.40	5.29e-19	0.43
chr16-349	chr16	19410512	19410812	+	15.4	0.939	8.000000	34.5	3.0	11.50	3.08e-24	10.17	6.85e-26	0.50
chr16-258	chr16	31105907	31106207	+	15.4	0.732	9.000000	34.5	7.0	4.93	2.09e-13	6.21	1.42e-18	0.37
chr16-273	chr16	70352089	70352389	+	15.4	0.975	9.000000	34.5	9.0	3.83	1.56e-10	15.96	6.13e-33	0.33
chr16-706	chr16	89609488	89609788	+	15.4	0.983	7.000000	34.5	10.0	3.45	2.14e-09	3.13	1.47e-09	0.50
chr17-1072	chr17	7619240	7619540	+	15.4	0.984	8.000000	34.5	4.0	8.62	2.07e-20	8.46	4.17e-23	0.43
chr17-1473	chr17	47937387	47937687	+	15.4	0.975	7.000000	34.5	11.0	3.14	2.10e-08	6.67	1.34e-19	0.43
chr17-1479	chr17	49029646	49029946	+	15.4	0.975	7.000000	34.5	3.0	11.50	3.08e-24	7.04	2.16e-20	0.43
chr17-1354	chr17	62565320	62565620	+	15.4	0.925	8.000000	34.5	13.0	2.65	9.03e-07	4.03	1.14e-12	0.37
chr17-1849	chr17	75379297	75379597	+	15.4	0.929	7.000000	34.5	3.0	11.50	3.08e-24	7.74	9.08e-22	0.50
chr17-1392	chr17	75405549	75405849	+	15.4	0.675	8.000000	34.5	13.0	2.65	9.03e-07	3.31	3.18e-10	0.50
chr17-1399	chr17	78261866	78262166	+	15.4	0.750	8.000000	34.5	3.0	11.50	3.08e-24	13.14	7.36e-30	0.43
chr18-44	chr18	21577263	21577563	+	15.4	0.650	7.000000	34.5	5.0	6.90	1.55e-17	12.36	6.53e-29	0.43
chr18-54	chr18	62621284	62621584	+	15.4	0.975	7.000000	34.5	1.0	34.50	1.28e-39	52.54	2.09e-52	0.43
chr19-163	chr19	5833649	5833949	+	15.4	0.975	8.000000	34.5	2.0	17.25	8.35e-30	8.82	1.00e-23	0.37
chr19-137	chr19	42099982	42100282	+	15.4	0.980	9.000000	34.5	1.0	34.50	1.28e-39	31.52	5.90e-44	0.37
chr20-2019	chr20	17569543	17569843	+	15.4	0.935	7.000000	34.5	3.0	11.50	3.08e-24	6.67	1.34e-19	0.43
chr20-1636	chr20	41397483	41397783	+	15.4	0.609	8.000000	34.5	10.0	3.45	2.14e-09	3.03	3.45e-09	0.43
chr20-1986	chr20	58302254	58302554	+	15.4	0.600	8.000000	34.5	14.0	2.46	4.32e-06	4.30	1.57e-13	0.50
chr20-2492	chr20	62751689	62751989	+	15.4	0.983	7.000000	34.5	5.0	6.90	1.55e-17	8.14	1.62e-22	0.50
chrX-42	chrX	41673741	41674041	+	15.4	0.975	9.000000	34.5	0.5	69.00	1.20e-49	40.68	3.64e-48	0.33
chrX-50	chrX	116258831	116259131	+	15.4	0.600	9.000000	34.5	3.0	11.50	3.08e-24	20.67	4.40e-37	0.37
chrX-32	chrX	123974388	123974688	+	15.4	0.883	10.000000	34.5	3.0	11.50	3.08e-24	15.57	1.53e-32	0.37
chrX-150	chrX	154055596	154055896	+	15.4	0.951	7.000000	34.5	4.0	8.62	2.07e-20	16.59	1.48e-33	0.50
chr1-437	chr1	59814435	59814735	+	15.0	0.571	8.000000	33.6	8.0	4.20	3.19e-11	13.96	4.51e-30	0.50
chr1-673	chr1	61741998	61742298	+	15.0	0.755	7.000000	33.6	3.0	11.20	3.49e-23	7.93	1.32e-21	0.60
chr1-707	chr1	108660991	108661291	+	15.0	0.717	7.000000	33.6	9.0	3.73	5.95e-10	10.78	3.86e-26	0.43
chr1-506	chr1	155562857	155563157	+	15.0	0.622	8.000000	33.6	3.0	11.20	3.49e-23	7.54	7.05e-21	0.43
chr1-873	chr1	202097261	202097561	+	15.0	0.760	7.000000	33.6	0.5	67.23	8.13e-48	6.14	5.52e-18	0.50
chr1-895	chr1	217797087	217797387	+	15.0	0.559	7.000000	33.6	3.0	11.20	3.49e-23	14.12	3.01e-30	0.50
chr1-282	chr1	227542628	227542928	+	15.0	0.597	10.000000	33.6	4.0	8.40	1.76e-19	5.99	1.21e-17	0.30
chr2-187	chr2	42158569	42158869	+	15.0	0.974	9.000000	33.6	3.0	11.20	3.49e-23	9.91	6.98e-25	0.33
chr2-194	chr2	63024420	63024720	+	15.0	0.691	9.000000	33.6	1.0	33.61	4.36e-38	7.63	4.69e-21	0.37
chr2-452	chr2	73137165	73137465	+	15.0	0.974	7.000000	33.6	10.0	3.36	7.37e-09	24.57	6.63e-39	0.43
chr2-301	chr2	85245681	85245981	+	15.0	0.974	8.000000	33.6	5.0	6.72	1.06e-16	5.99	1.21e-17	0.37
chr2-500	chr2	120541344	120541644	+	15.0	0.974	7.000000	33.6	1.0	33.61	4.36e-38	7.06	6.06e-20	0.43
chr2-359	chr2	219822861	219823161	+	15.0	0.974	8.000000	33.6	4.0	8.40	1.76e-19	11.48	4.29e-27	0.37
chr2-240	chr2	239222397	239222697	+	15.0	0.927	9.000000	33.6	2.0	16.81	1.42e-28	11.59	3.09e-27	0.37
chr3-673	chr3	53837875	53838175	+	15.0	0.974	7.000000	33.6	6.0	5.60	1.65e-14	11.59	3.09e-27	0.43
chr3-502	chr3	69013846	69014146	+	15.0	0.727	8.000000	33.6	5.0	6.72	1.06e-16	7.02	7.32e-20	0.43
chr3-845	chr3	129224092	129224392	+	15.0	0.974	7.000000	33.6	5.0	6.72	1.06e-16	4.21	6.18e-13	0.43
chr3-543	chr3	139021970	139022270	+	15.0	0.949	8.000000	33.6	4.0	8.40	1.76e-19	9.45	3.51e-24	0.37
chr3-912	chr3	174512830	174513130	+	15.0	0.974	7.000000	33.6	4.0	8.40	1.76e-19	17.06	3.56e-33	0.43
chr3-248	chr3	182230193	182230493	+	15.0	0.872	10.000000	33.6	3.0	11.20	3.49e-23	45.51	8.79e-49	0.30
chr4-163	chr4	91277387	91277687	+	15.0	0.974	7.000000	33.6	6.0	5.60	1.65e-14	17.31	2.16e-33	0.43
chr4-165	chr4	98434389	98434689	+	15.0	0.974	7.000000	33.6	4.0	8.40	1.76e-19	11.81	1.59e-27	0.43
chr5-99	chr5	2079279	2079579	+	15.0	0.974	9.000000	33.6	5.0	6.72	1.06e-16	10.15	3.01e-25	0.33
chr5-190	chr5	138524039	138524339	+	15.0	0.974	8.000000	33.6	0.5	67.23	8.13e-48	23.18	5.55e-38	0.37
chr5-51	chr5	153738597	153738897	+	15.0	0.974	12.000000	33.6	7.0	4.80	1.02e-12	26.14	6.91e-40	0.25
chr6-51	chr6	31790468	31790768	+	15.0	0.974	12.000000	33.6	0.5	67.23	8.13e-48	8.08	6.90e-22	0.25
chr6-72	chr6	53245085	53245385	+	15.0	0.974	11.000000	33.6	5.0	6.72	1.06e-16	10.15	3.01e-25	0.27
chr6-347	chr6	99537422	99537722	+	15.0	0.623	7.000000	33.6	3.0	11.20	3.49e-23	18.90	9.02e-35	0.43
chr6-240	chr6	165409190	165409490	+	15.0	0.525	8.000000	33.6	0.5	67.23	8.13e-48	1228.67	7.97e-103	0.43
chr7-435	chr7	75073783	75074083	+	15.0	0.633	7.000000	33.6	7.0	4.80	1.02e-12	20.14	9.11e-36	0.60
chr7-441	chr7	76198989	76199289	+	15.0	0.974	7.000000	33.6	8.0	4.20	3.19e-11	7.78	2.51e-21	0.43
chr7-531	chr7	132020529	132020829	+	15.0	0.974	7.000000	33.6	4.0	8.40	1.76e-19	21.56	7.81e-37	0.43
chr7-77	chr7	135698483	135698783	+	15.0	0.613	12.000000	33.6	2.0	16.81	1.42e-28	7.10	5.02e-20	0.27
chr7-161	chr7	158660265	158660565	+	15.0	0.974	10.000000	33.6	6.0	5.60	1.65e-14	5.80	3.53e-17	0.30
chr8-408	chr8	95133809	95134109	+	15.0	0.643	7.000000	33.6	9.0	3.73	5.95e-10	6.83	1.84e-19	0.50
chr8-280	chr8	100425446	100425746	+	15.0	0.918	8.000000	33.6	5.0	6.72	1.06e-16	5.10	1.93e-15	0.37
chr8-440	chr8	102688956	102689256	+	15.0	0.535	7.000000	33.6	15.0	2.24	4.02e-05	4.91	5.94e-15	0.43
chr8-445	chr8	103689790	103690090	+	15.0	0.974	7.000000	33.6	2.0	16.81	1.42e-28	8.59	8.89e-23	0.43
chr8-448	chr8	104774642	104774942	+	15.0	0.974	7.000000	33.6	8.0	4.20	3.19e-11	8.19	4.43e-22	0.43
chr8-472	chr8	120131794	120132094	+	15.0	0.974	7.000000	33.6	8.0	4.20	3.19e-11	22.75	1.09e-37	0.43
chr8-535	chr8	144103779	144104079	+	15.0	0.519	7.000000	33.6	5.0	6.72	1.06e-16	2.78	4.88e-08	0.50
chr9-158	chr9	36549602	36549902	+	15.0	0.974	9.000000	33.6	5.0	6.72	1.06e-16	27.30	1.41e-40	0.33
chr9-439	chr9	127735300	127735600	+	15.0	0.638	7.000000	33.6	14.0	2.40	1.07e-05	3.47	1.46e-10	0.50
chr10-83	chr10	25174772	25175072	+	15.0	0.563	9.000000	33.6	3.0	11.20	3.49e-23	9.75	1.21e-24	0.37
chr10-278	chr10	80363421	80363721	+	15.0	0.974	7.000000	33.6	2.0	16.81	1.42e-28	28.57	2.65e-41	0.43
chr10-308	chr10	114939636	114939936	+	15.0	0.974	7.000000	33.6	1.0	33.61	4.36e-38	10.24	2.27e-25	0.43
chr11-131	chr11	47408254	47408554	+	15.0	0.822	9.000000	33.6	3.0	11.20	3.49e-23	12.29	4.05e-28	0.37
chr12-341	chr12	32038344	32038644	+	15.0	0.978	7.000000	33.6	2.0	16.81	1.42e-28	6.61	5.33e-19	0.50
chr12-342	chr12	32374818	32375118	+	15.0	0.760	7.000000	33.6	5.0	6.72	1.06e-16	13.07	4.62e-29	0.50
chr12-402	chr12	63835299	63835599	+	15.0	0.974	7.000000	33.6	6.0	5.60	1.65e-14	7.98	1.07e-21	0.43
chr12-183	chr12	84812580	84812880	+	15.0	0.927	9.000000	33.6	5.0	6.72	1.06e-16	37.23	1.54e-45	0.37
chr12-472	chr12	121626979	121627279	+	15.0	0.976	7.000000	33.6	5.0	6.72	1.06e-16	5.21	1.01e-15	0.50
chr13-127	chr13	40561189	40561489	+	15.0	0.976	7.000000	33.6	4.0	8.40	1.76e-19	9.67	1.58e-24	0.50
chr13-145	chr13	73162727	73163027	+	15.0	0.686	7.000000	33.6	0.5	67.23	8.13e-48	8.78	4.35e-23	0.60
chr14-78	chr14	31046689	31046989	+	15.0	0.950	11.000000	33.6	4.0	8.40	1.76e-19	10.32	1.70e-25	0.30
chr14-145	chr14	34757245	34757545	+	15.0	0.884	9.000000	33.6	7.0	4.80	1.02e-12	8.42	1.79e-22	0.37
chr14-382	chr14	74848416	74848716	+	15.0	0.974	7.000000	33.6	4.0	8.40	1.76e-19	7.10	5.02e-20	0.43
chr14-239	chr14	75974685	75974985	+	15.0	0.977	8.000000	33.6	8.0	4.20	3.19e-11	5.80	3.53e-17	0.43
chr14-246	chr14	77981013	77981313	+	15.0	0.864	8.000000	33.6	6.0	5.60	1.65e-14	7.10	5.02e-20	0.37
chr14-417	chr14	93207295	93207595	+	15.0	0.922	7.000000	33.6	4.0	8.40	1.76e-19	4.06	1.81e-12	0.50
chr14-265	chr14	101970360	101970660	+	15.0	0.844	8.000000	33.6	6.0	5.60	1.65e-14	8.78	4.35e-23	0.43
