# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep2_tags
#
# total peaks = 17988
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 158
# genome size = 2000000000
# Total tags = 25730812.0
# Total tags in peaks = 1107194.0
# Approximate IP efficiency = 4.30%
# tags per bp = 0.003174
# expected tags per peak = 0.952
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.556326e-07
# FDR tag threshold = 9.0
# number of putative peaks = 30501
#
# input tag directory = INPUT_rep2_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 12098
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 414
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks IP_rep2_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep2_tags -o IP_rep2_vs_INPUT_rep2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr20-3960	chr20	63186900	63187200	+	12.8	0.542	11.000000	9.1	1.0	9.05	1.13e-06	5.44	2.18e-14	0.79
chr21-165	chr21	36197975	36198275	+	12.8	0.975	10.000000	9.1	1.0	9.05	1.13e-06	6.03	1.33e-15	0.79
chr21-146	chr21	42724283	42724583	+	12.8	0.615	11.000000	9.1	2.0	4.53	2.37e-04	6.20	6.00e-16	0.79
chr21-193	chr21	45075091	45075391	+	12.8	0.971	10.000000	9.1	1.0	9.05	1.13e-06	4.46	4.22e-12	0.88
chr22-103	chr22	17628620	17628920	+	12.8	0.919	11.000000	9.1	1.0	9.05	1.13e-06	11.11	2.56e-23	0.79
chr22-89	chr22	25027152	25027452	+	12.8	0.976	12.000000	9.1	2.0	4.53	2.37e-04	7.46	3.22e-18	0.72
chr22-122	chr22	38569845	38570145	+	12.8	0.853	11.000000	9.1	0.5	18.10	3.26e-09	16.42	1.67e-28	0.72
chr22-215	chr22	39448470	39448770	+	12.8	0.941	9.000000	9.1	0.5	18.10	3.26e-09	23.20	3.27e-33	0.88
chr22-219	chr22	40732754	40733054	+	12.8	0.892	9.000000	9.1	1.0	9.05	1.13e-06	10.46	1.58e-22	0.88
chr22-58	chr22	46335503	46335803	+	12.8	0.767	16.000000	9.1	1.0	9.05	1.13e-06	8.67	4.06e-20	0.53
chrX-55	chrX	49156218	49156518	+	12.8	0.750	16.000000	9.1	2.0	4.53	2.37e-04	10.26	2.83e-22	0.61
chrX-247	chrX	51446246	51446546	+	12.8	0.774	9.000000	9.1	2.0	4.53	2.37e-04	15.24	1.66e-27	0.88
chrX-189	chrX	53500382	53500682	+	12.8	0.912	10.000000	9.1	0.5	18.10	3.26e-09	14.23	1.39e-26	0.79
chrX-255	chrX	68498855	68499155	+	12.8	0.667	9.000000	9.1	1.0	9.05	1.13e-06	15.69	6.76e-28	0.88
chrX-96	chrX	107118421	107118721	+	12.8	0.737	13.000000	9.1	2.0	4.53	2.37e-04	15.46	1.06e-27	0.72
chrX-283	chrX	120498027	120498327	+	12.8	0.851	9.000000	9.1	0.5	18.10	3.26e-09	11.99	2.59e-24	0.99
chrX-312	chrX	153819067	153819367	+	12.8	0.622	9.000000	9.1	0.5	18.10	3.26e-09	9.20	7.25e-21	0.99
chr1-1285	chr1	6259445	6259745	+	12.4	0.600	10.000000	8.8	1.0	8.78	1.02e-05	7.78	3.20e-18	0.87
chr1-1735	chr1	6554340	6554640	+	12.4	0.972	9.000000	8.8	1.0	8.78	1.02e-05	7.96	1.69e-18	0.77
chr1-1782	chr1	26907659	26907959	+	12.4	0.919	9.000000	8.8	1.0	8.78	1.02e-05	11.89	1.60e-23	0.87
chr1-1807	chr1	37807614	37807914	+	12.4	0.744	9.000000	8.8	1.0	8.78	1.02e-05	9.85	3.83e-21	0.87
chr1-1024	chr1	46133093	46133393	+	12.4	0.853	11.000000	8.8	1.0	8.78	1.02e-05	7.39	1.34e-17	0.69
chr1-1033	chr1	62688374	62688674	+	12.4	0.939	11.000000	8.8	0.5	17.55	5.88e-08	34.49	1.37e-37	0.63
chr1-1848	chr1	83747850	83748150	+	12.4	0.973	9.000000	8.8	1.0	8.78	1.02e-05	26.53	4.76e-34	0.87
chr1-1859	chr1	100265980	100266280	+	12.4	0.923	9.000000	8.8	0.5	17.55	5.88e-08	22.99	3.87e-32	0.87
chr1-1884	chr1	106800193	106800493	+	12.4	0.684	9.000000	8.8	1.0	8.78	1.02e-05	1.88	7.33e-04	0.77
chr1-1928	chr1	109151134	109151434	+	12.4	0.583	9.000000	8.8	0.5	17.55	5.88e-08	4.19	4.29e-11	0.87
chr1-1931	chr1	109770715	109771015	+	12.4	0.974	9.000000	8.8	1.0	8.78	1.02e-05	5.81	9.38e-15	0.87
chr1-1936	chr1	111236858	111237158	+	12.4	0.857	9.000000	8.8	1.0	8.78	1.02e-05	7.61	5.98e-18	0.77
chr1-567	chr1	112927066	112927366	+	12.4	0.564	14.000000	8.8	1.0	8.78	1.02e-05	12.47	4.00e-24	0.50
chr1-2055	chr1	114958424	114958724	+	12.4	0.657	9.000000	8.8	1.0	8.78	1.02e-05	5.85	8.07e-15	0.77
chr1-2088	chr1	116933401	116933701	+	12.4	0.667	9.000000	8.8	0.5	17.55	5.88e-08	8.02	1.36e-18	0.87
chr1-904	chr1	145877950	145878250	+	12.4	0.682	12.000000	8.8	0.5	17.55	5.88e-08	5.42	6.08e-14	0.58
chr1-2162	chr1	154221206	154221506	+	12.4	0.788	9.000000	8.8	1.0	8.78	1.02e-05	5.91	5.96e-15	0.77
chr1-1183	chr1	154627218	154627518	+	12.4	0.608	11.000000	8.8	1.0	8.78	1.02e-05	6.90	9.05e-17	0.69
chr1-499	chr1	154961540	154961840	+	12.4	0.745	15.000000	8.8	1.0	8.78	1.02e-05	4.44	1.01e-11	0.50
chr1-1194	chr1	156926175	156926475	+	12.4	0.804	11.000000	8.8	0.5	17.55	5.88e-08	6.85	1.09e-16	0.63
chr1-926	chr1	159924545	159924845	+	12.4	0.667	12.000000	8.8	1.0	8.78	1.02e-05	9.32	1.90e-20	0.58
chr1-1592	chr1	161612326	161612626	+	12.4	0.851	10.000000	8.8	0.5	17.55	5.88e-08	17.24	2.46e-28	0.77
chr1-2198	chr1	165630779	165631079	+	12.4	0.780	9.000000	8.8	0.5	17.55	5.88e-08	8.02	1.36e-18	0.87
chr1-1630	chr1	199909224	199909524	+	12.4	0.939	10.000000	8.8	0.5	17.55	5.88e-08	15.68	4.34e-27	0.69
chr1-1635	chr1	201275229	201275529	+	12.4	0.795	10.000000	8.8	0.5	17.55	5.88e-08	6.16	1.99e-15	0.77
chr1-1225	chr1	201566988	201567288	+	12.4	0.919	11.000000	8.8	0.5	17.55	5.88e-08	4.54	5.83e-12	0.63
chr1-2297	chr1	204132024	204132324	+	12.4	0.727	9.000000	8.8	1.0	8.78	1.02e-05	3.20	2.41e-08	0.77
chr1-2340	chr1	220806708	220807008	+	12.4	0.610	9.000000	8.8	0.5	17.55	5.88e-08	8.55	2.22e-19	0.87
chr1-2366	chr1	230066582	230066882	+	12.4	0.970	9.000000	8.8	0.5	17.55	5.88e-08	7.61	5.98e-18	0.77
chr2-833	chr2	8693286	8693586	+	12.4	0.894	10.000000	8.8	1.0	8.78	1.02e-05	16.42	1.07e-27	0.87
chr2-1089	chr2	10305290	10305590	+	12.4	0.755	9.000000	8.8	0.5	17.55	5.88e-08	4.40	1.25e-11	0.99
chr2-1101	chr2	16553228	16553528	+	12.4	0.898	9.000000	8.8	0.5	17.55	5.88e-08	19.52	5.73e-30	0.99
chr2-1113	chr2	23697986	23698286	+	12.4	0.971	9.000000	8.8	1.0	8.78	1.02e-05	9.85	3.83e-21	0.87
chr2-437	chr2	24084326	24084626	+	12.4	0.653	13.000000	8.8	0.5	17.55	5.88e-08	7.39	1.34e-17	0.58
chr2-894	chr2	53777928	53778228	+	12.4	0.970	10.000000	8.8	1.0	8.78	1.02e-05	17.84	8.83e-29	0.69
chr2-682	chr2	53786806	53787106	+	12.4	0.735	11.000000	8.8	0.5	17.55	5.88e-08	11.13	1.13e-22	0.69
chr2-1186	chr2	65430966	65431266	+	12.4	0.780	9.000000	8.8	0.5	17.55	5.88e-08	4.50	7.27e-12	0.77
chr2-1207	chr2	72137502	72137802	+	12.4	0.792	9.000000	8.8	0.5	17.55	5.88e-08	6.16	1.99e-15	0.87
chr2-917	chr2	74205508	74205808	+	12.4	0.818	10.000000	8.8	1.0	8.78	1.02e-05	9.24	2.45e-20	0.69
chr2-709	chr2	85616179	85616479	+	12.4	0.769	11.000000	8.8	0.5	17.55	5.88e-08	4.88	9.16e-13	0.69
chr2-1253	chr2	97691213	97691513	+	12.4	0.800	9.000000	8.8	1.0	8.78	1.02e-05	6.43	6.27e-16	0.87
chr2-941	chr2	98664446	98664746	+	12.4	0.970	10.000000	8.8	1.0	8.78	1.02e-05	10.35	9.34e-22	0.69
chr2-576	chr2	105187066	105187366	+	12.4	0.628	12.000000	8.8	1.0	8.78	1.02e-05	10.14	1.66e-21	0.58
chr2-732	chr2	108295681	108295981	+	12.4	0.643	11.000000	8.8	1.0	8.78	1.02e-05	12.32	5.69e-24	0.69
chr2-733	chr2	108412934	108413234	+	12.4	0.970	11.000000	8.8	0.5	17.55	5.88e-08	11.89	1.60e-23	0.63
chr2-586	chr2	130229070	130229370	+	12.4	0.711	12.000000	8.8	0.5	17.55	5.88e-08	12.93	1.35e-24	0.58
chr2-987	chr2	156933985	156934285	+	12.4	0.971	10.000000	8.8	0.5	17.55	5.88e-08	17.84	8.83e-29	0.77
chr2-1326	chr2	158586733	158587033	+	12.4	0.907	9.000000	8.8	0.5	17.55	5.88e-08	12.47	4.00e-24	0.87
chr2-1387	chr2	202263041	202263341	+	12.4	0.694	9.000000	8.8	1.0	8.78	1.02e-05	4.90	8.11e-13	0.77
chr2-1453	chr2	237684775	237685075	+	12.4	0.788	9.000000	8.8	1.0	8.78	1.02e-05	11.76	2.24e-23	0.77
chr3-1688	chr3	33096510	33096810	+	12.4	0.727	10.000000	8.8	1.0	8.78	1.02e-05	5.91	5.96e-15	0.87
chr3-1310	chr3	42582111	42582411	+	12.4	0.659	11.000000	8.8	1.0	8.78	1.02e-05	12.62	2.79e-24	0.69
chr3-693	chr3	48301293	48301593	+	12.4	0.814	14.000000	8.8	0.5	17.55	5.88e-08	11.76	2.24e-23	0.53
chr3-859	chr3	49723849	49724149	+	12.4	0.838	13.000000	8.8	0.5	17.55	5.88e-08	5.85	8.07e-15	0.53
chr3-2239	chr3	53630629	53630929	+	12.4	0.821	9.000000	8.8	0.5	17.55	5.88e-08	10.35	9.34e-22	0.87
chr3-1777	chr3	62374888	62375188	+	12.4	0.564	10.000000	8.8	1.0	8.78	1.02e-05	3.39	6.55e-09	0.69
chr3-2548	chr3	94150489	94150789	+	12.4	0.939	9.000000	8.8	0.5	17.55	5.88e-08	15.68	4.34e-27	0.77
chr3-2558	chr3	101779593	101779893	+	12.4	0.842	9.000000	8.8	1.0	8.78	1.02e-05	5.62	2.27e-14	0.87
chr3-1213	chr3	113746562	113746862	+	12.4	0.508	12.000000	8.8	1.0	8.78	1.02e-05	5.91	5.96e-15	0.63
chr3-1537	chr3	120435903	120436203	+	12.4	0.976	11.000000	8.8	0.5	17.55	5.88e-08	11.63	3.12e-23	0.77
chr3-2597	chr3	123421485	123421785	+	12.4	0.909	9.000000	8.8	0.5	17.55	5.88e-08	6.39	7.42e-16	0.77
chr3-1545	chr3	126924612	126924912	+	12.4	0.818	11.000000	8.8	1.0	8.78	1.02e-05	19.52	5.73e-30	0.63
chr3-1991	chr3	128382885	128383185	+	12.4	0.879	10.000000	8.8	1.0	8.78	1.02e-05	5.28	1.20e-13	0.69
chr3-1998	chr3	129119645	129119945	+	12.4	0.696	10.000000	8.8	0.5	17.55	5.88e-08	4.81	1.31e-12	0.77
chr3-2017	chr3	141308494	141308794	+	12.4	0.404	10.000000	8.8	0.5	17.55	5.88e-08	4.64	3.33e-12	0.77
chr3-2028	chr3	150095966	150096266	+	12.4	0.970	10.000000	8.8	0.5	17.55	5.88e-08	12.17	8.07e-24	0.69
chr3-2674	chr3	153160291	153160591	+	12.4	0.714	9.000000	8.8	0.5	17.55	5.88e-08	2.97	1.25e-07	0.87
chr3-2696	chr3	161232056	161232356	+	12.4	0.660	9.000000	8.8	1.0	8.78	1.02e-05	8.62	1.76e-19	0.87
chr3-2711	chr3	171261622	171261922	+	12.4	0.527	9.000000	8.8	0.5	17.55	5.88e-08	6.76	1.56e-16	0.87
chr3-1590	chr3	174440878	174441178	+	12.4	0.588	11.000000	8.8	0.5	17.55	5.88e-08	8.08	1.09e-18	0.69
chr3-2763	chr3	196108355	196108655	+	12.4	0.812	9.000000	8.8	1.0	8.78	1.02e-05	4.16	5.24e-11	0.87
chr4-125	chr4	3483508	3483808	+	12.4	0.806	13.000000	8.8	0.5	17.55	5.88e-08	2.09	1.25e-04	0.58
chr4-329	chr4	5365750	5366050	+	12.4	0.970	9.000000	8.8	0.5	17.55	5.88e-08	12.93	1.35e-24	0.77
chr4-252	chr4	6909315	6909615	+	12.4	0.881	10.000000	8.8	1.0	8.78	1.02e-05	9.49	1.13e-20	0.77
chr4-368	chr4	67700862	67701162	+	12.4	0.692	9.000000	8.8	0.5	17.55	5.88e-08	11.89	1.60e-23	0.77
chr4-389	chr4	108360861	108361161	+	12.4	0.771	9.000000	8.8	0.5	17.55	5.88e-08	12.32	5.69e-24	0.77
chr4-411	chr4	157819584	157819884	+	12.4	0.778	9.000000	8.8	0.5	17.55	5.88e-08	10.89	2.10e-22	0.87
chr5-448	chr5	892168	892468	+	12.4	0.629	10.000000	8.8	0.5	17.55	5.88e-08	6.02	3.75e-15	0.69
chr5-607	chr5	1608263	1608563	+	12.4	0.727	9.000000	8.8	0.5	17.55	5.88e-08	7.24	2.42e-17	0.77
chr5-626	chr5	10441479	10441779	+	12.4	0.750	9.000000	8.8	1.0	8.78	1.02e-05	7.19	2.93e-17	0.77
chr5-631	chr5	10563320	10563620	+	12.4	0.431	9.000000	8.8	0.5	17.55	5.88e-08	4.50	7.27e-12	0.87
chr5-632	chr5	10563717	10564017	+	12.4	0.689	9.000000	8.8	1.0	8.78	1.02e-05	4.70	2.36e-12	0.77
chr5-655	chr5	23179082	23179382	+	12.4	0.795	9.000000	8.8	1.0	8.78	1.02e-05	9.95	2.91e-21	0.87
chr5-199	chr5	32585803	32586103	+	12.4	0.526	14.000000	8.8	0.5	17.55	5.88e-08	5.42	6.08e-14	0.58
chr5-664	chr5	34658347	34658647	+	12.4	0.680	9.000000	8.8	0.5	17.55	5.88e-08	6.12	2.33e-15	0.87
chr5-500	chr5	43514892	43515192	+	12.4	0.854	10.000000	8.8	1.0	8.78	1.02e-05	5.47	4.61e-14	0.77
chr5-685	chr5	43627021	43627321	+	12.4	0.892	9.000000	8.8	0.5	17.55	5.88e-08	12.17	8.07e-24	0.87
chr5-725	chr5	111830352	111830652	+	12.4	0.971	9.000000	8.8	1.0	8.78	1.02e-05	13.80	1.98e-25	0.87
chr5-530	chr5	125409938	125410238	+	12.4	0.617	10.000000	8.8	1.0	8.78	1.02e-05	14.17	8.86e-26	0.69
chr5-531	chr5	128083263	128083563	+	12.4	0.897	10.000000	8.8	0.5	17.55	5.88e-08	8.84	8.54e-20	0.77
chr5-549	chr5	139293706	139294006	+	12.4	0.493	10.000000	8.8	0.5	17.55	5.88e-08	5.50	4.00e-14	0.77
chr5-414	chr5	141866033	141866333	+	12.4	0.860	11.000000	8.8	0.5	17.55	5.88e-08	5.23	1.56e-13	0.69
chr5-792	chr5	176647502	176647802	+	12.4	0.674	9.000000	8.8	1.0	8.78	1.02e-05	5.23	1.56e-13	0.77
chr5-272	chr5	176810158	176810458	+	12.4	0.806	13.000000	8.8	1.0	8.78	1.02e-05	3.85	3.43e-10	0.53
chr6-679	chr6	6857047	6857347	+	12.4	0.674	9.000000	8.8	1.0	8.78	1.02e-05	7.55	7.33e-18	0.87
chr6-529	chr6	10415048	10415348	+	12.4	0.682	10.000000	8.8	1.0	8.78	1.02e-05	2.76	6.13e-07	0.69
chr6-708	chr6	15503772	15504072	+	12.4	0.821	9.000000	8.8	0.5	17.55	5.88e-08	7.78	3.20e-18	0.87
chr6-715	chr6	17397917	17398217	+	12.4	0.837	9.000000	8.8	1.0	8.78	1.02e-05	7.09	4.29e-17	0.87
chr6-442	chr6	30066964	30067264	+	12.4	0.838	11.000000	8.8	1.0	8.78	1.02e-05	9.76	5.04e-21	0.69
chr6-745	chr6	30076151	30076451	+	12.4	0.744	9.000000	8.8	1.0	8.78	1.02e-05	9.76	5.04e-21	0.77
chr6-285	chr6	30326462	30326762	+	12.4	0.714	13.000000	8.8	0.5	17.55	5.88e-08	5.50	4.00e-14	0.53
chr6-756	chr6	31491902	31492202	+	12.4	0.824	9.000000	8.8	1.0	8.78	1.02e-05	7.78	3.20e-18	0.87
chr6-759	chr6	31737973	31738273	+	12.4	0.775	9.000000	8.8	0.5	17.55	5.88e-08	5.75	1.26e-14	0.77
chr6-585	chr6	37059396	37059696	+	12.4	0.818	10.000000	8.8	1.0	8.78	1.02e-05	5.59	2.62e-14	0.77
chr6-600	chr6	43229217	43229517	+	12.4	0.970	10.000000	8.8	0.5	17.55	5.88e-08	12.32	5.69e-24	0.69
chr6-814	chr6	43714380	43714680	+	12.4	0.840	9.000000	8.8	0.5	17.55	5.88e-08	8.55	2.22e-19	0.87
chr6-610	chr6	55685289	55685589	+	12.4	0.674	10.000000	8.8	1.0	8.78	1.02e-05	10.45	6.98e-22	0.77
chr6-836	chr6	73309588	73309888	+	12.4	0.524	9.000000	8.8	1.0	8.78	1.02e-05	8.62	1.76e-19	0.77
chr6-308	chr6	73388868	73389168	+	12.4	0.755	13.000000	8.8	0.5	17.55	5.88e-08	9.41	1.46e-20	0.63
chr6-873	chr6	119400300	119400600	+	12.4	0.973	9.000000	8.8	1.0	8.78	1.02e-05	22.99	3.87e-32	0.87
chr6-635	chr6	134640930	134641230	+	12.4	0.971	10.000000	8.8	0.5	17.55	5.88e-08	12.93	1.35e-24	0.77
chr6-893	chr6	143536634	143536934	+	12.4	0.788	9.000000	8.8	1.0	8.78	1.02e-05	8.34	4.45e-19	0.77
chr6-514	chr6	169790147	169790447	+	12.4	0.612	11.000000	8.8	0.5	17.55	5.88e-08	6.35	8.77e-16	0.63
chr7-700	chr7	1047707	1048007	+	12.4	0.857	10.000000	8.8	1.0	8.78	1.02e-05	3.61	1.59e-09	0.77
chr7-706	chr7	1569078	1569378	+	12.4	0.762	10.000000	8.8	1.0	8.78	1.02e-05	4.01	1.25e-10	0.69
chr7-732	chr7	30135630	30135930	+	12.4	0.727	10.000000	8.8	0.5	17.55	5.88e-08	16.42	1.07e-27	0.69
chr7-584	chr7	30173037	30173337	+	12.4	0.789	11.000000	8.8	0.5	17.55	5.88e-08	4.97	5.61e-13	0.63
chr7-587	chr7	35037907	35038207	+	12.4	0.895	11.000000	8.8	1.0	8.78	1.02e-05	7.84	2.59e-18	0.69
chr7-592	chr7	45111532	45111832	+	12.4	0.700	11.000000	8.8	0.5	17.55	5.88e-08	6.85	1.09e-16	0.69
chr7-758	chr7	74042094	74042394	+	12.4	0.750	10.000000	8.8	1.0	8.78	1.02e-05	7.04	5.19e-17	0.77
chr7-784	chr7	92833101	92833401	+	12.4	0.861	10.000000	8.8	1.0	8.78	1.02e-05	6.76	1.56e-16	0.69
chr7-361	chr7	98252189	98252489	+	12.4	0.838	14.000000	8.8	1.0	8.78	1.02e-05	4.60	4.18e-12	0.50
chr7-512	chr7	98797233	98797533	+	12.4	0.829	12.000000	8.8	1.0	8.78	1.02e-05	7.44	1.10e-17	0.58
chr7-516	chr7	99505083	99505383	+	12.4	0.806	12.000000	8.8	1.0	8.78	1.02e-05	5.02	4.37e-13	0.63
chr7-637	chr7	106065914	106066214	+	12.4	0.529	11.000000	8.8	0.5	17.55	5.88e-08	3.36	8.20e-09	0.69
chr7-830	chr7	118184037	118184337	+	12.4	0.879	10.000000	8.8	1.0	8.78	1.02e-05	14.17	8.86e-26	0.69
chr7-653	chr7	129411994	129412294	+	12.4	0.465	11.000000	8.8	1.0	8.78	1.02e-05	7.61	5.98e-18	0.69
chr7-856	chr7	140084199	140084499	+	12.4	0.909	10.000000	8.8	0.5	17.55	5.88e-08	10.05	2.20e-21	0.69
chr7-870	chr7	149284965	149285265	+	12.4	0.733	10.000000	8.8	0.5	17.55	5.88e-08	5.33	9.15e-14	0.77
chr7-682	chr7	152463961	152464261	+	12.4	0.451	11.000000	8.8	1.0	8.78	1.02e-05	3.16	3.17e-08	0.77
chr8-459	chr8	22748336	22748636	+	12.4	0.638	12.000000	8.8	0.5	17.55	5.88e-08	7.50	8.98e-18	0.63
chr8-472	chr8	66925066	66925366	+	12.4	0.729	12.000000	8.8	0.5	17.55	5.88e-08	8.62	1.76e-19	0.63
chr8-1006	chr8	81925581	81925881	+	12.4	0.727	9.000000	8.8	1.0	8.78	1.02e-05	19.52	5.73e-30	0.77
chr8-781	chr8	97208280	97208580	+	12.4	0.766	10.000000	8.8	0.5	17.55	5.88e-08	7.29	1.99e-17	0.77
chr8-1135	chr8	102238584	102238884	+	12.4	0.816	9.000000	8.8	1.0	8.78	1.02e-05	2.17	6.71e-05	0.77
chr8-840	chr8	114981529	114981829	+	12.4	0.838	10.000000	8.8	0.5	17.55	5.88e-08	12.93	1.35e-24	0.69
chr8-1212	chr8	123201815	123202115	+	12.4	0.622	9.000000	8.8	0.5	17.55	5.88e-08	3.66	1.15e-09	0.77
chr8-310	chr8	123416690	123416990	+	12.4	0.481	15.000000	8.8	1.0	8.78	1.02e-05	3.79	4.88e-10	0.46
chr8-1350	chr8	142669844	142670144	+	12.4	0.689	9.000000	8.8	0.5	17.55	5.88e-08	3.83	3.74e-10	0.77
chr8-321	chr8	143617217	143617517	+	12.4	0.508	15.000000	8.8	1.0	8.78	1.02e-05	4.68	2.65e-12	0.46
chr8-1387	chr8	144391163	144391463	+	12.4	0.704	9.000000	8.8	1.0	8.78	1.02e-05	3.92	2.18e-10	0.87
chr9-671	chr9	2015425	2015725	+	12.4	0.627	10.000000	8.8	0.5	17.55	5.88e-08	5.98	4.38e-15	0.77
chr9-707	chr9	84170888	84171188	+	12.4	0.769	10.000000	8.8	1.0	8.78	1.02e-05	8.77	1.09e-19	0.69
chr9-568	chr9	92735326	92735626	+	12.4	0.565	11.000000	8.8	0.5	17.55	5.88e-08	3.51	3.03e-09	0.63
chr9-971	chr9	93119055	93119355	+	12.4	0.941	9.000000	8.8	0.5	17.55	5.88e-08	3.37	7.61e-09	0.87
chr9-989	chr9	98243743	98244043	+	12.4	0.909	9.000000	8.8	0.5	17.55	5.88e-08	7.29	1.99e-17	0.77
chr9-1000	chr9	104834373	104834673	+	12.4	0.769	9.000000	8.8	0.5	17.55	5.88e-08	8.84	8.54e-20	0.87
chr9-1024	chr9	114072231	114072531	+	12.4	0.780	9.000000	8.8	1.0	8.78	1.02e-05	6.59	3.16e-16	0.77
chr9-1050	chr9	123374034	123374334	+	12.4	0.804	9.000000	8.8	0.5	17.55	5.88e-08	6.20	1.69e-15	0.87
chr9-1063	chr9	126670879	126671179	+	12.4	0.944	9.000000	8.8	0.5	17.55	5.88e-08	3.04	7.51e-08	0.87
chr9-1071	chr9	127540727	127541027	+	12.4	0.825	9.000000	8.8	0.5	17.55	5.88e-08	2.53	3.61e-06	0.77
chr9-1105	chr9	129444342	129444642	+	12.4	0.811	9.000000	8.8	0.5	17.55	5.88e-08	7.78	3.20e-18	0.87
chr9-1141	chr9	131741417	131741717	+	12.4	0.705	9.000000	8.8	0.5	17.55	5.88e-08	3.16	3.17e-08	0.87
chr9-1168	chr9	134514929	134515229	+	12.4	0.879	9.000000	8.8	1.0	8.78	1.02e-05	5.68	1.70e-14	0.77
chr9-1186	chr9	135760206	135760506	+	12.4	0.971	9.000000	8.8	0.5	17.55	5.88e-08	5.17	2.03e-13	0.87
chr9-1192	chr9	136342652	136342952	+	12.4	0.941	9.000000	8.8	1.0	8.78	1.02e-05	3.51	3.03e-09	0.77
chr9-866	chr9	136547254	136547554	+	12.4	0.811	10.000000	8.8	1.0	8.78	1.02e-05	2.01	2.48e-04	0.77
chr9-449	chr9	137605004	137605304	+	12.4	0.788	13.000000	8.8	1.0	8.78	1.02e-05	4.50	7.27e-12	0.53
chr10-400	chr10	88335	88635	+	12.4	0.970	10.000000	8.8	0.5	17.55	5.88e-08	5.88	6.94e-15	0.69
chr10-326	chr10	778938	779238	+	12.4	0.853	11.000000	8.8	1.0	8.78	1.02e-05	9.58	8.63e-21	0.69
chr10-518	chr10	957758	958058	+	12.4	0.970	9.000000	8.8	0.5	17.55	5.88e-08	7.19	2.93e-17	0.77
chr10-524	chr10	3782705	3783005	+	12.4	0.878	9.000000	8.8	0.5	17.55	5.88e-08	5.31	1.05e-13	0.87
chr10-539	chr10	8345432	8345732	+	12.4	0.970	9.000000	8.8	1.0	8.78	1.02e-05	14.37	5.87e-26	0.77
chr10-551	chr10	21184172	21184472	+	12.4	0.860	9.000000	8.8	0.5	17.55	5.88e-08	12.32	5.69e-24	0.87
chr10-554	chr10	21533717	21534017	+	12.4	0.914	9.000000	8.8	0.5	17.55	5.88e-08	13.98	1.33e-25	0.77
chr10-293	chr10	31031615	31031915	+	12.4	0.939	12.000000	8.8	1.0	8.78	1.02e-05	9.58	8.63e-21	0.58
chr10-576	chr10	35510847	35511147	+	12.4	0.838	9.000000	8.8	0.5	17.55	5.88e-08	11.37	5.98e-23	0.87
chr10-437	chr10	45727222	45727522	+	12.4	0.545	10.000000	8.8	0.5	17.55	5.88e-08	41.39	4.67e-40	0.69
chr10-453	chr10	73772452	73772752	+	12.4	0.909	10.000000	8.8	1.0	8.78	1.02e-05	8.15	8.74e-19	0.69
chr10-365	chr10	77865793	77866093	+	12.4	0.775	11.000000	8.8	0.5	17.55	5.88e-08	12.32	5.69e-24	0.69
chr10-624	chr10	79157922	79158222	+	12.4	0.708	9.000000	8.8	0.5	17.55	5.88e-08	4.50	7.27e-12	0.87
chr10-659	chr10	103396593	103396893	+	12.4	0.708	9.000000	8.8	1.0	8.78	1.02e-05	6.90	9.05e-17	0.87
chr10-662	chr10	109650374	109650674	+	12.4	0.881	9.000000	8.8	1.0	8.78	1.02e-05	14.57	3.87e-26	0.87
chr10-399	chr10	132764699	132764999	+	12.4	0.545	11.000000	8.8	0.5	17.55	5.88e-08	6.81	1.30e-16	0.63
chr11-622	chr11	1016932	1017232	+	12.4	0.975	9.000000	8.8	1.0	8.78	1.02e-05	12.77	1.94e-24	0.87
chr11-527	chr11	61995661	61995961	+	12.4	0.750	10.000000	8.8	1.0	8.78	1.02e-05	8.48	2.81e-19	0.77
chr11-685	chr11	62601064	62601364	+	12.4	0.914	9.000000	8.8	1.0	8.78	1.02e-05	5.33	9.15e-14	0.77
chr11-449	chr11	66856103	66856403	+	12.4	0.446	11.000000	8.8	0.5	17.55	5.88e-08	3.82	4.09e-10	0.63
chr11-749	chr11	68447201	68447501	+	12.4	0.737	9.000000	8.8	1.0	8.78	1.02e-05	6.47	5.30e-16	0.77
chr11-762	chr11	70397958	70398258	+	12.4	0.756	9.000000	8.8	1.0	8.78	1.02e-05	3.93	1.99e-10	0.77
